cutii_sheet_row,cutii_name,qty_per_year,status,confirmed_excel_row,top1_excel_row,top1_score,top1_score_name,top1_score_pdf,top1_name,top1_pdf,top2_excel_row,top2_score,top2_score_name,top2_score_pdf,top2_name,top2_pdf,top3_excel_row,top3_score,top3_score_name,top3_score_pdf,top3_name,top3_pdf
137,"Cabergolin-BP comp. 0,5 mg N 20",3000,ambiguous,,172,91.2280701754386,91.2280701754386,91.2280701754386,"Cabergolin-BP comp. 0,5 mg N2 (ВУМ-219-01) 24.01.22 Red.1","Cabergolin-BP comp. 0,5 mg N2 (ВУМ-219-01) 24.01.22 Red.1.pdf",174,91.2280701754386,91.2280701754386,91.2280701754386,"Cabergolin-BP comp. 0,5 mg N20 (ВУМ-219-02) 24.01.22 Red.1","Cabergolin-BP comp. 0,5 mg N20 (ВУМ-219-02) 24.01.22 Red.1.pdf",355,57.142857142857146,57.142857142857146,57.142857142857146,Fluconazol-BP comp. 150 mg N2 (ВУМ-055-05) 15.01.2019,Fluconazol-BP comp. 150 mg N2 (ВУМ-055-05) 15.01.2019.pdf
138,Clemastin-BP comp. 1 mg N20,39200,ambiguous,,239,100.0,100.0,100.0,Clemastin-BP comp. 1 mg N20 (ВУМ-036-01) 11.05.2022 Red.2,Clemastin-BP comp. 1 mg N20 (ВУМ-036-01) 11.05.2022 Red.2.pdf,241,96.15384615384616,96.15384615384616,96.15384615384616,Clemastin-BP comp. 2 mg N20 (ВУМ-036-02) 11.05.2022 Red.2,Clemastin-BP comp. 2 mg N20 (ВУМ-036-02) 11.05.2022 Red.2.pdf,243,68.29268292682927,68.29268292682927,68.29268292682927,Clemastin-BP sol. inj. 1 mg-ml 2 ml N5x2 (ВУМ-037-01) 10.08.22 - Red.4,Clemastin-BP sol. inj. 1 mg-ml 2 ml N5x2 (ВУМ-037-01) 10.08.22 - Red.4.pdf
139,Clemastin-BP comp. 2 mg N20,12000,ambiguous,,241,100.0,100.0,100.0,Clemastin-BP comp. 2 mg N20 (ВУМ-036-02) 11.05.2022 Red.2,Clemastin-BP comp. 2 mg N20 (ВУМ-036-02) 11.05.2022 Red.2.pdf,239,96.15384615384616,96.15384615384616,96.15384615384616,Clemastin-BP comp. 1 mg N20 (ВУМ-036-01) 11.05.2022 Red.2,Clemastin-BP comp. 1 mg N20 (ВУМ-036-01) 11.05.2022 Red.2.pdf,243,68.29268292682927,68.29268292682927,68.29268292682927,Clemastin-BP sol. inj. 1 mg-ml 2 ml N5x2 (ВУМ-037-01) 10.08.22 - Red.4,Clemastin-BP sol. inj. 1 mg-ml 2 ml N5x2 (ВУМ-037-01) 10.08.22 - Red.4.pdf
140,Clozapin comp. 100 mg N 20 (export),39400,ambiguous,,14,63.1578947368421,63.1578947368421,63.1578947368421,Aceclofenac-BP comp. 100 mg N10x3 (SPM-001-01) 26.08.25 Red. 4,Aceclofenac-BP comp. 100 mg N10x3 (SPM-001-01) 26.08.25 Red. 4.pdf,103,63.1578947368421,63.1578947368421,63.1578947368421,Apollo comp. 100 mg N10 (SPM-159-06) 26.09.24 Red.3,Apollo comp. 100 mg N10 (SPM-159-06) 26.09.24 Red.3.pdf,104,63.1578947368421,63.1578947368421,63.1578947368421,Apollo comp. 100 mg N10 (ВУМ-159-06) 10.01.24 Red.2,Apollo comp. 100 mg N10 (ВУМ-159-06) 10.01.24 Red.2.pdf
141,Clozapin comp. 25 mg N 20 (export),26800,ambiguous,,3,61.111111111111114,61.111111111111114,61.111111111111114,ALERGOSTOP comp. 25 mg N20 (ВУМ-010-01) 24.12.21 Red.2,ALERGOSTOP comp. 25 mg N20 (ВУМ-010-01) 24.12.21 Red.2.pdf,5,61.111111111111114,61.111111111111114,61.111111111111114,ALGODEX comp. 25 mg N20 (ВУМ-012-02) - 11.02.21 - Red.2,ALGODEX comp. 25 mg N20 (ВУМ-012-02) - 11.02.21 - Red.2.pdf,6,61.111111111111114,61.111111111111114,61.111111111111114,ALGODEX comp. 25 mg N5 (ВУМ-012-01) - 11.02.21 - Red.2,ALGODEX comp. 25 mg N5 (ВУМ-012-01) - 11.02.21 - Red.2 .pdf
142,Esculap comp.film. 5 mg. N 20,12000,ambiguous,,497,50.0,50.0,50.0,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3.pdf,338,49.35064935064935,49.35064935064935,49.35064935064935,FINASTERIDA comp. 5 mg N60 (ВУМ-054-02)  01.12.18,FINASTERIDA comp. 5 mg N60 (ВУМ-054-02)  01.12.18.pdf,355,48.78048780487805,48.78048780487805,48.78048780487805,Fluconazol-BP comp. 150 mg N2 (ВУМ-055-05) 15.01.2019,Fluconazol-BP comp. 150 mg N2 (ВУМ-055-05) 15.01.2019.pdf
143,Espas comp. 40 mg N 20 (export),16000,ambiguous,,11,66.66666666666666,66.66666666666666,66.66666666666666,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18.pdf,318,66.66666666666666,66.66666666666666,66.66666666666666,Enalapril-BP comp. 20 mg N60 (ВУМ-049-08-373) 01.12.18,Enalapril-BP comp. 20 mg N60 (ВУМ-049-08-373) 01.12.18.pdf,342,66.66666666666666,66.66666666666666,66.66666666666666,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2.pdf
144,Famotidina-BP comp. 20 mg N20,74500,ambiguous,,342,68.18181818181819,68.18181818181819,68.18181818181819,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2.pdf,344,65.88235294117646,65.88235294117646,65.88235294117646,Famotidin-BP comp. 40 mg N20 (ВУМ-053-03) 10.09.21 Red.2,Famotidin-BP comp. 40 mg N20 (ВУМ-053-03) 10.09.21 Red.2.pdf,3,58.53658536585366,58.53658536585366,58.53658536585366,ALERGOSTOP comp. 25 mg N20 (ВУМ-010-01) 24.12.21 Red.2,ALERGOSTOP comp. 25 mg N20 (ВУМ-010-01) 24.12.21 Red.2.pdf
145,Famotidina-BP comp. 40 mg N20,21600,ambiguous,,344,68.18181818181819,68.18181818181819,68.18181818181819,Famotidin-BP comp. 40 mg N20 (ВУМ-053-03) 10.09.21 Red.2,Famotidin-BP comp. 40 mg N20 (ВУМ-053-03) 10.09.21 Red.2.pdf,750,68.18181818181819,68.18181818181819,68.18181818181819,Spasmoverin comp. 40 mg N20 (ВУМ-129-01-373) 18.06.21 Red. 1,Spasmoverin comp. 40 mg N20 (ВУМ-129-01-373) 18.06.21 Red. 1.pdf,342,63.529411764705884,63.529411764705884,63.529411764705884,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2.pdf
147,Ibuprofen-BP comp. 200 mg N20,8700,ambiguous,,411,92.5925925925926,92.5925925925926,92.5925925925926,Ibuprofen-BP comp. filmate 200 mg N10 (ВУМ-172-01-373) 10.01.23 Red.3,Ibuprofen-BP comp. filmate 200 mg N10 (ВУМ-172-01-373) 10.01.23 Red.3.pdf,412,92.5925925925926,92.5925925925926,92.5925925925926,Ibuprofen-BP comp. filmate 200 mg N10x2 (ВУМ-172-05-373) 10.01.23 Red.1,Ibuprofen-BP comp. filmate 200 mg N10x2 (ВУМ-172-05-373) 10.01.23 Red.1.pdf,414,84.0,84.0,84.0,Ibuprofen-BP comp. filmate 400 mg N10 (ВУМ-172-03-373) 10.01.23 Red.4,Ibuprofen-BP comp. filmate 400 mg N10 (ВУМ-172-03-373) 10.01.23 Red.4.pdf
148,Ibuprofen-BP comp. 400 mg N20,45000,ambiguous,,414,92.5925925925926,92.5925925925926,92.5925925925926,Ibuprofen-BP comp. filmate 400 mg N10 (ВУМ-172-03-373) 10.01.23 Red.4,Ibuprofen-BP comp. filmate 400 mg N10 (ВУМ-172-03-373) 10.01.23 Red.4.pdf,415,92.5925925925926,92.5925925925926,92.5925925925926,Ibuprofen-BP comp. filmate 400 mg N10x2 (ВУМ-172-06-373) 10.01.23 Red.1,Ibuprofen-BP comp. filmate 400 mg N10x2 (ВУМ-172-06-373) 10.01.23 Red.1.pdf,411,84.0,84.0,84.0,Ibuprofen-BP comp. filmate 200 mg N10 (ВУМ-172-01-373) 10.01.23 Red.3,Ibuprofen-BP comp. filmate 200 mg N10 (ВУМ-172-01-373) 10.01.23 Red.3.pdf
151,Metronidazol-BP comp.film. 500 mg N20,30000,ambiguous,,564,67.85714285714286,67.85714285714286,67.85714285714286,Metronidazol-BP_comp_film_250mg_N20_(SPM-095-01) 18.06.25 Red.4,Metronidazol-BP_comp_film_250mg_N20_(SPM-095-01) 18.06.25 Red.4.pdf,565,67.85714285714286,67.85714285714286,67.85714285714286,Metronidazol-BP_comp_film_500mg_N20_(SPM-095-02) 18.06.25 Red.4,Metronidazol-BP_comp_film_500mg_N20_(SPM-095-02) 18.06.25 Red.4.pdf,357,60.0,60.0,60.0,Fluconazol-BP comp. 50 mg N20 (ВУМ-055-02) 15.01.2019,Fluconazol-BP comp. 50 mg N20 (ВУМ-055-02) 15.01.2019.pdf
152,Nimesulid-BP comp. 100 mg N 20,24000,ambiguous,,590,90.9090909090909,90.9090909090909,90.9090909090909,Nimesulid-BP comp. 100 mg N10x2 (SPM-013-01) 21.07.25 Red. 4,Nimesulid-BP comp. 100 mg N10x2 (SPM-013-01) 21.07.25 Red. 4.pdf,591,90.9090909090909,90.9090909090909,90.9090909090909,Nimesulid-BP comp. 100 mg N10x3 (SPM-013-02) 21.07.25 Red. 2,Nimesulid-BP comp. 100 mg N10x3 (SPM-013-02) 21.07.25 Red. 2.pdf,592,77.55102040816327,77.55102040816327,77.55102040816327,Nimesulid-BP granule p-u susp. orala 100 mg N10 (SPM-101-01) 05.03.25 Red.3,Nimesulid-BP granule p-u susp. orala 100 mg N10 (SPM-101-01) 05.03.25 Red.3.pdf
153,Ondansetron-BP comp. 8 mg N 20,6200,ambiguous,,608,90.9090909090909,90.9090909090909,90.9090909090909,Ondansetron-BP comp. 8 mg N20 (ВУМ-312-01) 26.08.22 Red. 1,Ondansetron-BP comp. 8 mg N20 (ВУМ-312-01) 26.08.22 Red. 1.pdf,609,90.9090909090909,90.9090909090909,90.9090909090909,Ondansetron-BP comp. 8 mg N20x3 (ВУМ-312-02) 26.08.22 Red. 1,Ondansetron-BP comp. 8 mg N20x3 (ВУМ-312-02) 26.08.22 Red. 1.pdf,611,63.63636363636363,63.63636363636363,63.63636363636363,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1,Ondansetron-BP sol. inj. 2 mg-ml 2 ml N5x2 (ВУМ-105-02) 04.02.22 Red. 1.pdf
154,Panzimed Forte comp. N 20,12000,ambiguous,,625,88.88888888888889,88.88888888888889,88.88888888888889,PANZIMED Forte comp. gastrorezistente N10x10 (ВУМ-336-02) 07.11.23 Red.2,PANZIMED Forte comp. gastrorezistente N10x10 (ВУМ-336-02) 07.11.23 Red.2.pdf,626,88.88888888888889,88.88888888888889,88.88888888888889,PANZIMED Forte comp. gastrorezistente N10x2 (ВУМ-336-01) 07.11.23 Red.2,PANZIMED Forte comp. gastrorezistente N10x2 (ВУМ-336-01) 07.11.23 Red.2.pdf,622,71.7948717948718,71.7948717948718,71.7948717948718,PANZIMED FORTE capsule 25000 UA N30 (ВУМ-109-01)  15.12.18,PANZIMED FORTE capsule 25000 UA N30 (ВУМ-109-01)  15.12.18.pdf
155,Risperidona-BP comp. 2 mg N20,12100,ambiguous,,241,65.11627906976744,65.11627906976744,65.11627906976744,Clemastin-BP comp. 2 mg N20 (ВУМ-036-02) 11.05.2022 Red.2,Clemastin-BP comp. 2 mg N20 (ВУМ-036-02) 11.05.2022 Red.2.pdf,283,65.11627906976744,65.11627906976744,65.11627906976744,Dexametazon-BP comp. 2 mg N20 (ВУМ-045-03) - 21.09.21 Red.1,Dexametazon-BP comp. 2 mg N20 (ВУМ-045-03) - 21.09.21 Red.1.pdf,519,65.11627906976744,65.11627906976744,65.11627906976744,"Meloxicam-BP comp. 7,5 mg N20 (ВУМ-084-01) Red. 2 - 12.02.20","Meloxicam-BP comp. 7,5 mg N20 (ВУМ-084-01) Red. 2 - 12.02.20.pdf"
156,Spasmoverin comp. 40 mg N 20 (export),50700,ambiguous,,750,90.19607843137254,90.19607843137254,90.19607843137254,Spasmoverin comp. 40 mg N20 (ВУМ-129-01-373) 18.06.21 Red. 1,Spasmoverin comp. 40 mg N20 (ВУМ-129-01-373) 18.06.21 Red. 1.pdf,751,90.19607843137254,90.19607843137254,90.19607843137254,Spasmoverin comp. 40 mg N20x3 (ВУМ-129-02-373) 18.06.21 Red.2,Spasmoverin comp. 40 mg N20x3 (ВУМ-129-02-373) 18.06.21 Red.2.pdf,746,83.33333333333333,83.33333333333333,83.33333333333333,Spasmoverin FORTE comp. 80 mg N10 (ВУМ-135-01-373) 18.06.21 Red.1,Spasmoverin FORTE comp. 80 mg N10 (ВУМ-135-01-373) 18.06.21 Red.1.pdf
157,Spasmoverin Forte comp. 80 mg N 20 (export),21000,ambiguous,,746,92.06349206349206,92.06349206349206,92.06349206349206,Spasmoverin FORTE comp. 80 mg N10 (ВУМ-135-01-373) 18.06.21 Red.1,Spasmoverin FORTE comp. 80 mg N10 (ВУМ-135-01-373) 18.06.21 Red.1.pdf,747,92.06349206349206,92.06349206349206,92.06349206349206,Spasmoverin FORTE comp. 80 mg N10x2 (ВУМ-135-02-373) 18.06.21 Red. 1,Spasmoverin FORTE comp. 80 mg N10x2 (ВУМ-135-02-373) 18.06.21 Red. 1 .pdf,748,92.06349206349206,92.06349206349206,92.06349206349206,Spasmoverin FORTE comp. 80 mg N10x3 (ВУМ-135-03-373) 18.06.21 Red. 1,Spasmoverin FORTE comp. 80 mg N10x3 (ВУМ-135-03-373) 18.06.21 Red. 1.pdf
158,Tavestin comp. 1mg N 20,11000,ambiguous,,11,51.61290322580645,51.61290322580645,51.61290322580645,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18,ASCORBINAT comp. 20 mg N100 (ВУМ-177-01) 15.10.18.pdf,318,51.61290322580645,51.61290322580645,51.61290322580645,Enalapril-BP comp. 20 mg N60 (ВУМ-049-08-373) 01.12.18,Enalapril-BP comp. 20 mg N60 (ВУМ-049-08-373) 01.12.18.pdf,342,51.61290322580645,51.61290322580645,51.61290322580645,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2,Famotidin-BP comp. 20 mg N20 (ВУМ-053-01) 10.09.21 Red.2.pdf
159,"Dexamethazon-BP comp. 0,5 mg N25",40000,ambiguous,,281,66.66666666666666,66.66666666666666,66.66666666666666,"Dexametazon-BP comp. 0,5 mg N25 (ВУМ-045-02) - 21.09.21 Red.1","Dexametazon-BP comp. 0,5 mg N25 (ВУМ-045-02) - 21.09.21 Red.1.pdf",283,63.73626373626374,63.73626373626374,63.73626373626374,Dexametazon-BP comp. 2 mg N20 (ВУМ-045-03) - 21.09.21 Red.1,Dexametazon-BP comp. 2 mg N20 (ВУМ-045-03) - 21.09.21 Red.1.pdf,285,63.73626373626374,63.73626373626374,63.73626373626374,Dexametazon-BP comp. 4 mg N20 (ВУМ-045-04) - 21.09.21 Red.1,Dexametazon-BP comp. 4 mg N20 (ВУМ-045-04) - 21.09.21 Red.1.pdf
161,AlgoSpazmin comp N 30,50750,ambiguous,,50,68.75,68.75,68.75,"AlgoSpazmin comp. 500 mg_5 mg_0,1 mg N10 (SPM-376-01) 26.12.24 Red.3","AlgoSpazmin comp. 500 mg_5 mg_0,1 mg N10 (SPM-376-01) 26.12.24 Red.3.pdf",51,68.75,68.75,68.75,"AlgoSpazmin comp. 500 mg_5 mg_0,1 mg N10x3 (SPM-227-02) 26.12.24 Red.3","AlgoSpazmin comp. 500 mg_5 mg_0,1 mg N10x3 (SPM-227-02) 26.12.24 Red.3.pdf",53,68.75,68.75,68.75,AlgoSpazmin sol. inj. 2 ml N5x2 (SPM-228-02) 10.06.25 Red.2,AlgoSpazmin sol. inj. 2 ml N5x2 (SPM-228-02) 10.06.25 Red.2.pdf
170,Carvedilol-BP comp. 6.25 mg N30,33200,ambiguous,,198,83.01886792452831,83.01886792452831,83.01886792452831,"Carvedilol-BP comp. 12,5 mg N10x3 (SPM-032-05-373) 24.03.26 Red.2","Carvedilol-BP comp. 12,5 mg N10x3 (SPM-032-05-373) 24.03.26 Red.2.pdf",200,83.01886792452831,83.01886792452831,83.01886792452831,Carvedilol-BP comp. 25 mg N10x3 (SPM-032-06-373) 24.03.26 Red.2,Carvedilol-BP comp. 25 mg N10x3 (SPM-032-06-373) 24.03.26 Red.2.pdf,202,83.01886792452831,83.01886792452831,83.01886792452831,"Carvedilol-BP comp. 6,25 mg N10x3 (SPM-032-04-373) 24.03.26 Red.2","Carvedilol-BP comp. 6,25 mg N10x3 (SPM-032-04-373) 24.03.26 Red.2.pdf"
171,Citicolin comp. film. 500 mg N30,9000,ambiguous,,179,63.829787234042556,63.829787234042556,63.829787234042556,CalmoSleep comp. film. N30 (ВУМ-386-02) 30.11.23 Red.1,CalmoSleep comp. film. N30 (ВУМ-386-02) 30.11.23 Red.1.pdf,421,60.869565217391305,60.869565217391305,60.869565217391305,Indapamid-BP comp. film. prelungite 1.5 mg N10x3 (SPM-200-03) 17.07.24 Red.3,Indapamid-BP comp. film. prelungite 1.5 mg N10x3 (SPM-200-03) 17.07.24 Red.3.pdf,495,60.869565217391305,60.869565217391305,60.869565217391305,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2.pdf
175,Esculap comp.film. 5 mg N 30 (UZ),32000,ambiguous,,497,54.166666666666664,54.166666666666664,54.166666666666664,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3.pdf,338,51.851851851851855,51.851851851851855,51.851851851851855,FINASTERIDA comp. 5 mg N60 (ВУМ-054-02)  01.12.18,FINASTERIDA comp. 5 mg N60 (ВУМ-054-02)  01.12.18.pdf,495,51.54639175257732,51.54639175257732,51.54639175257732,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2.pdf
178,"Indapamid-BP comp.film. 1,5 mg N30",98600,ambiguous,,419,64.64646464646464,64.64646464646464,64.64646464646464,"Indapamid-BP comp. film 2,5 mg N10x3 (SPM-201-03) 21.05.24 Red. 3","Indapamid-BP comp. film 2,5 mg N10x3 (SPM-201-03) 21.05.24 Red. 3.pdf",421,61.224489795918366,61.224489795918366,61.224489795918366,Indapamid-BP comp. film. prelungite 1.5 mg N10x3 (SPM-200-03) 17.07.24 Red.3,Indapamid-BP comp. film. prelungite 1.5 mg N10x3 (SPM-200-03) 17.07.24 Red.3.pdf,316,51.68539325842696,51.68539325842696,51.68539325842696,"Enalapril-BP comp. 2,5 mg N60 (ВУМ-049-02-373) 01.12.18","Enalapril-BP comp. 2,5 mg N60 (ВУМ-049-02-373) 01.12.18.pdf"
180,Lercanid-BP comp.film. 10 mg N 30 !!!,28100,ambiguous,,469,62.96296296296296,62.96296296296296,62.96296296296296,Lercanid-BP comp. filmate 10 mg N10x3 (ВУМ-251-02-373) 07.10.21 Red.1,Lercanid-BP comp. filmate 10 mg N10x3 (ВУМ-251-02-373) 07.10.21 Red.1.pdf,465,58.94736842105263,58.94736842105263,58.94736842105263,Lercanid-BP comp film 10mg N28_(ВУМ-251-01) 01.09.22 Red.2,Lercanid-BP comp film 10mg N28_(ВУМ-251-01) 01.09.22 Red.2.pdf,466,58.94736842105263,58.94736842105263,58.94736842105263,Lercanid-BP comp film 20mg N28_(ВУМ-251-03) 01.09.22 Red.2,Lercanid-BP comp film 20mg N28_(ВУМ-251-03) 01.09.22 Red.2.pdf
181,Lercanid-BP comp.film. 20 mg N 30 !!!,13500,ambiguous,,469,58.490566037735846,58.490566037735846,58.490566037735846,Lercanid-BP comp. filmate 10 mg N10x3 (ВУМ-251-02-373) 07.10.21 Red.1,Lercanid-BP comp. filmate 10 mg N10x3 (ВУМ-251-02-373) 07.10.21 Red.1.pdf,465,56.8421052631579,56.8421052631579,56.8421052631579,Lercanid-BP comp film 10mg N28_(ВУМ-251-01) 01.09.22 Red.2,Lercanid-BP comp film 10mg N28_(ВУМ-251-01) 01.09.22 Red.2.pdf,466,56.8421052631579,56.8421052631579,56.8421052631579,Lercanid-BP comp film 20mg N28_(ВУМ-251-03) 01.09.22 Red.2,Lercanid-BP comp film 20mg N28_(ВУМ-251-03) 01.09.22 Red.2.pdf
182,Lisinopril-BP comp 10mg N30,58000,ambiguous,,478,65.0,65.0,65.0,Lisinopril-BP comp. 10 mg N10x3 (ВУМ-160-11) 28.03.23 Red.1,Lisinopril-BP comp. 10 mg N10x3 (ВУМ-160-11) 28.03.23 Red.1.pdf,479,65.0,65.0,65.0,Lisinopril-BP comp. 10 mg N14x2 (ВУМ-160-05) 28.03.23 Red.2,Lisinopril-BP comp. 10 mg N14x2 (ВУМ-160-05) 28.03.23 Red.2.pdf,481,65.0,65.0,65.0,Lisinopril-BP comp. 20 mg N10x3 (ВУМ-160-12) 28.03.23 Red.1,Lisinopril-BP comp. 20 mg N10x3 (ВУМ-160-12) 28.03.23 Red.1.pdf
183,Lisinopril-BP comp 20mg N30,17550,ambiguous,,467,65.0,65.0,65.0,Lercanid-BP comp film 20mg N30 (SPM-251-04) 05.02.26 Red.2,Lercanid-BP comp film 20mg N30 (SPM-251-04) 05.02.26 Red.2.pdf,478,65.0,65.0,65.0,Lisinopril-BP comp. 10 mg N10x3 (ВУМ-160-11) 28.03.23 Red.1,Lisinopril-BP comp. 10 mg N10x3 (ВУМ-160-11) 28.03.23 Red.1.pdf,479,65.0,65.0,65.0,Lisinopril-BP comp. 10 mg N14x2 (ВУМ-160-05) 28.03.23 Red.2,Lisinopril-BP comp. 10 mg N14x2 (ВУМ-160-05) 28.03.23 Red.2.pdf
184,Lisinopril-BP comp 5mg N30,41000,ambiguous,,478,66.66666666666666,66.66666666666666,66.66666666666666,Lisinopril-BP comp. 10 mg N10x3 (ВУМ-160-11) 28.03.23 Red.1,Lisinopril-BP comp. 10 mg N10x3 (ВУМ-160-11) 28.03.23 Red.1.pdf,479,66.66666666666666,66.66666666666666,66.66666666666666,Lisinopril-BP comp. 10 mg N14x2 (ВУМ-160-05) 28.03.23 Red.2,Lisinopril-BP comp. 10 mg N14x2 (ВУМ-160-05) 28.03.23 Red.2.pdf,481,66.66666666666666,66.66666666666666,66.66666666666666,Lisinopril-BP comp. 20 mg N10x3 (ВУМ-160-12) 28.03.23 Red.1,Lisinopril-BP comp. 20 mg N10x3 (ВУМ-160-12) 28.03.23 Red.1.pdf
185,Losartan-BP comp.film. 100 mg N30,25200,ambiguous,,495,70.58823529411765,70.58823529411765,70.58823529411765,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2.pdf,497,66.66666666666666,66.66666666666666,66.66666666666666,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3.pdf,814,57.7319587628866,57.7319587628866,57.7319587628866,Valsartan-BP comp. filmate 80 mg N14 (ВУМ-271-01) 07.04.23 Red.1,Valsartan-BP comp. filmate 80 mg N14 (ВУМ-271-01) 07.04.23 Red.1.pdf
186,Losartan-BP comp.film. 50 mg N30 !!!,48300,ambiguous,,497,64.64646464646464,64.64646464646464,64.64646464646464,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3,Losartan-BP comp. film. 50 mg N10x3 (ВУМ-078-04) 16.01.24 Red.3.pdf,495,62.0,62.0,62.0,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2,Losartan-BP comp. film. 100 mg N10x3 (ВУМ-078-03) 16.01.24 Red.2.pdf,814,54.0,54.0,54.0,Valsartan-BP comp. filmate 80 mg N14 (ВУМ-271-01) 07.04.23 Red.1,Valsartan-BP comp. filmate 80 mg N14 (ВУМ-271-01) 07.04.23 Red.1.pdf
187,Magneziu Chelate + Vit.B6 comp. N 30,25500,ambiguous,,432,53.06122448979592,53.06122448979592,53.06122448979592,Iron Chelate comp. filmate 20 mg N15x2 (ВУМ-334-01-373) 24.02.23 Red.1,Iron Chelate comp. filmate 20 mg N15x2 (ВУМ-334-01-373) 24.02.23 Red.1.pdf,510,50.467289719626166,50.467289719626166,50.467289719626166,Magnesium Chelate+Vit. B6 comp. film N10x3 (SMP-494-01) 15.12.25 Red. 2,Magnesium Chelate+Vit. B6 comp. film N10x3 (SMP-494-01) 15.12.25 Red. 2.pdf,513,48.484848484848484,48.484848484848484,48.484848484848484,Magneziu+Vit.B6 comp.100mg+10mg N30 (SPM-264-01) 30.03.26 Red.4,Magneziu+Vit.B6 comp.100mg+10mg N30 (SPM-264-01) 30.03.26 Red.4.pdf
188,"Metotrexat-BP comp. 2,5 mg N30",16000,ambiguous,,554,92.85714285714286,92.85714285714286,92.85714285714286,"Metotrexat-BP comp. 2,5 mg N10x3 (SPM-194-04) 17.02.25 Red. 1","Metotrexat-BP comp. 2,5 mg N10x3 (SPM-194-04) 17.02.25 Red. 1.pdf",555,92.85714285714286,92.85714285714286,92.85714285714286,"Metotrexat-BP comp. 2,5 mg N20x3 (SPM-194-01) 17.02.25 Red. 2","Metotrexat-BP comp. 2,5 mg N20x3 (SPM-194-01) 17.02.25 Red. 2.pdf",557,60.46511627906977,60.46511627906977,60.46511627906977,Metotrexat-BP conc. sol.perf. 100 mg-ml 5 ml N1 (ВУМ-093-01) 05.01.22 Red.2,Metotrexat-BP conc. sol.perf. 100 mg-ml 5 ml N1 (ВУМ-093-01) 05.01.22 Red.2.pdf
189,Paroxetin-BP comp. 20 mg N30,11000,ambiguous,,647,92.3076923076923,92.3076923076923,92.3076923076923,Paroxetin-BP comp. film. 20 mg N10 (ВУМ-124-01-373) 11.05.21  Red.1,Paroxetin-BP comp. film. 20 mg N10 (ВУМ-124-01-373) 11.05.21  Red.1.pdf,648,92.3076923076923,92.3076923076923,92.3076923076923,Paroxetin-BP comp. film. 20 mg N10x3 (ВУМ-124-01-373) 11.05.21 Red.1,Paroxetin-BP comp. film. 20 mg N10x3 (ВУМ-124-01-373) 11.05.21 Red.1.pdf,377,60.0,60.0,60.0,Glicina FORTE comp. de supt 300 mg N30 (ВУМ-188-373) 05.05.22 Red. 4,Glicina FORTE comp. de supt 300 mg N30 (ВУМ-188-373) 05.05.22 Red. 4.pdf
